"SiO2","TiO2","Al2O3","FeO","MnO","MgO","CaO","Na2O","K2O","P2O5","SO2","NiO","Cr2O3","Si","Ti","Al","Fe2","Mn","Mg","Ca","Na","K","Ph","S","Ni","Cr3","MgNum","CaNum","AlNum","Ca_Al","Si_sq","Si_Ti","InOPAMchull","ProbSat","State","T_degC","P_kbar","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18"
49.86,1.83,13.31,12.76,0.21,8.2,11.1,2.26,0.22,0.23,0,0.03,0,0.4675,0.0129,0.1471,0.1,0.0017,0.1146,0.1115,0.041,0.0026,0.0009,0,0.0002,0,53.4016775396086,0.731147540983607,0.239342661893915,0.757987763426241,0.21855625,0.00603075,TRUE,0.423,"UNSAT",1227,5.18,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",64,"JAS-130914-001","2014-09-13","JAS-12-MI1","olv","54.399999999999999","400",49.32,1.84,13.44,13.38,0.2133,6.51,11.21,2.28,0.2271,0.2313,0.0012,0.0273,99.0802,5,0.483165087714387,5.9336498449575,0.697815785767345,1883.60041424744,12778.572894356,170.101803743248,34.3024632311401,115.582996860402,10.1583337619673,49.0052778751284,8.3989526913016,21.325619909813,2.88385032178831,14.5238536130429,4.23343946158816,1.72072887895637,4.51693841800217,0.93681833160593,6.60279373203708,1.221717272654,3.77344263265492,0.425779482493741,3.18370977613279,0.478346718593796,4.68,0.0661763724856583,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",64,"JAS-130914-001","2014-09-13","JAS-12-MI1","olv","54.399999999999999","400",49.32,1.84,13.44,13.38,0.2133,6.51,11.21,2.28,0.2271,0.2313,0.0012,0.0273,99.0802,5,0.483165087714387,5.9336498449575,0.697815785767345,1883.60041424744,12778.572894356,170.101803743248,34.3024632311401,115.582996860402,10.1583337619673,49.0052778751284,8.3989526913016,21.325619909813,2.88385032178831,14.5238536130429,4.23343946158816,1.72072887895637,4.51693841800217,0.93681833160593,6.60279373203708,1.221717272654,3.77344263265492,0.425779482493741,3.18370977613279,0.478346718593796,4.68,0.0661763724856583
55.28,2.12,14.89,14.12,0.21,8.75,1.48,2.73,0.2,0.2,0,0.02,0,0.5182,0.0149,0.1645,0.1107,0.0017,0.1223,0.0148,0.0496,0.0024,0.0008,0,0.0001,0,52.4892703862661,0.229813664596273,0.240955031492603,0.0899696048632219,0.26853124,0.00772118,FALSE,0.394,"UNSAT",1148,21.36,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",65,"JAS-130914-001","2014-09-13","JAS-12-MI2","olv","30","400",49.2,1.91,13.49,13.72,0.1973,6.01,11.35,2.46,0.2316,0.1775,NA,0.0173,99.172,5,0.48412627686503,6.06798401037927,0.733007722014656,1839.77971093579,12888.0325615051,171.167659808294,34.5186140996877,117.324805091194,10.2492471744687,50.7523375534116,8.45742897121409,21.616736773405,2.99796100698774,15.860168785007,4.42570213957149,1.67697138811866,4.77054286744117,0.900483333172207,6.17512930645171,1.31649211278904,3.60944711826834,0.511429596719477,3.3640899218081,0.483365974852484,14.99,0,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",65,"JAS-130914-001","2014-09-13","JAS-12-MI2","olv","30","400",49.2,1.91,13.49,13.72,0.1973,6.01,11.35,2.46,0.2316,0.1775,NA,0.0173,99.172,5,0.48412627686503,6.06798401037927,0.733007722014656,1839.77971093579,12888.0325615051,171.167659808294,34.5186140996877,117.324805091194,10.2492471744687,50.7523375534116,8.45742897121409,21.616736773405,2.99796100698774,15.860168785007,4.42570213957149,1.67697138811866,4.77054286744117,0.900483333172207,6.17512930645171,1.31649211278904,3.60944711826834,0.511429596719477,3.3640899218081,0.483365974852484,14.99,0
49.55,1.5,13.64,12.63,0.22,7.99,12.21,1.95,0.18,0.11,0,0,0.02,0.4649,0.0106,0.1509,0.0992,0.0018,0.1118,0.1227,0.0354,0.0022,0.0004,0,0,0.0001,52.9857819905213,0.776091081593928,0.245047093212082,0.813121272365805,0.21613201,0.00492794,TRUE,0.423,"UNSAT",1224,3.32,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",66,"JAS-130914-001","2014-09-13","2-JAS-6-MI1","olv","23.100000000000001","150",47.95,1.84,12.8,13.96,0.2313,7.51,10.91,2.6,0.2168,0.2064,0.0011,NA,98.6049,8,0.185840103699863,5.0364097147747,0.571870733294452,1456.10227609603,8945.43271252324,175.382834105595,23.5542641769164,80.6840051955505,7.45565559463705,36.8100033884428,5.95096154766094,15.4326906925274,2.07311642200972,10.5567277939659,3.6372942331362,1.13909017560552,3.51558015912808,0.584626215662332,3.99161993905767,0.892714780066354,2.77684797822427,0.394815813269738,2.7949449866593,0.338926457708182,3.56,0.592004117651942,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",66,"JAS-130914-001","2014-09-13","2-JAS-6-MI1","olv","23.100000000000001","150",47.95,1.84,12.8,13.96,0.2313,7.51,10.91,2.6,0.2168,0.2064,0.0011,NA,98.6049,8,0.185840103699863,5.0364097147747,0.571870733294452,1456.10227609603,8945.43271252324,175.382834105595,23.5542641769164,80.6840051955505,7.45565559463705,36.8100033884428,5.95096154766094,15.4326906925274,2.07311642200972,10.5567277939659,3.6372942331362,1.13909017560552,3.51558015912808,0.584626215662332,3.99161993905767,0.892714780066354,2.77684797822427,0.394815813269738,2.7949449866593,0.338926457708182,3.56,0.592004117651942
49.52,1.61,14.25,11.87,0.22,7.89,12.4,1.96,0.15,0.09,0,0,0.03,0.4639,0.0113,0.1574,0.093,0.0018,0.1102,0.1245,0.0356,0.0018,0.0004,0,0,0.0002,54.2322834645669,0.777638975640225,0.253339771446966,0.790978398983482,0.21520321,0.00524207,TRUE,0.502,"SAT",1208,3.1,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",67,"JAS-130914-001","2014-09-13","3-JAS-1-MI1","cpx","100","600",48.34,1.6365,14.56,11.95,0.2232,7.24,11.71,2.01,0.1569,0.0938,0.0106,0.0004,98.291,5,0.415698328289007,3.79028724530144,0.533437967868713,1198.04329835675,10533.4934037057,159.80065672,29.048239900609,84.9729923773208,6.82484631078846,33.2206578073658,5.87663392862772,15.8425936033073,2.16666697477419,10.9471571656331,3.7199835315493,1.40132102023369,5.08096480169947,0.657006149301983,5.77605778563753,1.07315300559044,2.7910385193963,0.4806042445329,2.67723300659113,0.365590628558053,3.6,0.995253889356384,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",67,"JAS-130914-001","2014-09-13","3-JAS-1-MI1","cpx","100","600",48.34,1.6365,14.56,11.95,0.2232,7.24,11.71,2.01,0.1569,0.0938,0.0106,0.0004,98.291,5,0.415698328289007,3.79028724530144,0.533437967868713,1198.04329835675,10533.4934037057,159.80065672,29.048239900609,84.9729923773208,6.82484631078846,33.2206578073658,5.87663392862772,15.8425936033073,2.16666697477419,10.9471571656331,3.7199835315493,1.40132102023369,5.08096480169947,0.657006149301983,5.77605778563753,1.07315300559044,2.7910385193963,0.4806042445329,2.67723300659113,0.365590628558053,3.6,0.995253889356384
49.38,1.6,14.28,11.85,0.22,7.93,12.31,2.07,0.15,0.15,0,0.01,0.04,0.4622,0.0113,0.1576,0.0928,0.0017,0.1107,0.1234,0.0376,0.0018,0.0006,0,0.0001,0.0003,54.3980343980344,0.766459627329192,0.254275572765408,0.782994923857868,0.21362884,0.00522286,TRUE,0.586,"SAT",1208,3.41,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",68,"JAS-130914-001","2014-09-13","3-JAS-1-MI1_b","cpx","100","600",48.24,1.632,14.63,11.93,0.2165,7.28,11.67,2.13,0.1522,0.1586,0.026,0.0115,98.4347,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,0.994698625077773,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",68,"JAS-130914-001","2014-09-13","3-JAS-1-MI1_b","cpx","100","600",48.24,1.632,14.63,11.93,0.2165,7.28,11.67,2.13,0.1522,0.1586,0.026,0.0115,98.4347,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,0.994698625077773
50.2,1.63,14.42,11.9,0.19,7.38,12.1,1.89,0.14,0.12,0,0,0.03,0.4717,0.0116,0.1597,0.0935,0.0015,0.1034,0.1218,0.0344,0.0017,0.0005,0,0,0.0002,52.5139664804469,0.7797695262484,0.252929996832436,0.762680025046963,0.22250089,0.00547172,TRUE,0.417,"UNSAT",1178,2.41,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",69,"JAS-130914-001","2014-09-13","3-JAS-1-MI2","cpx","50","600",48.59,1.6502,14.6,12.38,0.1719,7.25,11.97,2.19,0.1399,0.1538,0.0164,0.0026,99.4826,5,0.423835275843249,3.8378417094363,0.505863104475197,1216.58335721268,10547.6534963073,167.783693022102,29.0955600607215,86.4288965121405,7.46778413442375,32.6411965174898,5.97481660760412,15.6174330516145,2.30624610410937,12.2634355862233,3.38247697011182,1.3621064443461,3.96971046971207,0.726003546539295,5.46008699543648,1.08122666761738,3.43094799714602,0.478927898673296,2.8635839084773,0.42107659800006,2.8,0.438790365758975,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",69,"JAS-130914-001","2014-09-13","3-JAS-1-MI2","cpx","50","600",48.59,1.6502,14.6,12.38,0.1719,7.25,11.97,2.19,0.1399,0.1538,0.0164,0.0026,99.4826,5,0.423835275843249,3.8378417094363,0.505863104475197,1216.58335721268,10547.6534963073,167.783693022102,29.0955600607215,86.4288965121405,7.46778413442375,32.6411965174898,5.97481660760412,15.6174330516145,2.30624610410937,12.2634355862233,3.38247697011182,1.3621064443461,3.96971046971207,0.726003546539295,5.46008699543648,1.08122666761738,3.43094799714602,0.478927898673296,2.8635839084773,0.42107659800006,2.8,0.438790365758975
49.19,1.6,14.14,12.16,0.17,7.81,12.49,2.11,0.13,0.15,0,0,0.04,0.4608,0.0113,0.1561,0.0952,0.0014,0.109,0.1254,0.0383,0.0016,0.0006,0,0,0.0003,53.3790401567091,0.766035430665852,0.253039390500892,0.803331197950032,0.21233664,0.00520704,TRUE,0.585,"SAT",1211,2.87,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",70,"JAS-130914-001","2014-09-13","3-JAS-2-MI1","cpx","60","600",49.57,1.68,14.89,12.09,0.1912,6.79,11.55,1.96,0.1495,0.1224,0.0078,NA,99.374,5,0.470055544981754,3.88125514705683,0.536287775537847,1259.07716684133,10898.3680856214,165.68603539253,30.121799698604,95.1873961510011,7.40585257973827,34.2048397635266,5.85698161390777,16.5205380442544,2.51126563451161,13.2982248370463,3.36226526958177,1.37466990422733,4.41395671077668,0.762995806520508,5.90251062925158,1.04979228910338,3.41389769124556,0.383822774060881,3.00414300049756,0.382564544928627,3.48,0.989180501158182,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",70,"JAS-130914-001","2014-09-13","3-JAS-2-MI1","cpx","60","600",49.57,1.68,14.89,12.09,0.1912,6.79,11.55,1.96,0.1495,0.1224,0.0078,NA,99.374,5,0.470055544981754,3.88125514705683,0.536287775537847,1259.07716684133,10898.3680856214,165.68603539253,30.121799698604,95.1873961510011,7.40585257973827,34.2048397635266,5.85698161390777,16.5205380442544,2.51126563451161,13.2982248370463,3.36226526958177,1.37466990422733,4.41395671077668,0.762995806520508,5.90251062925158,1.04979228910338,3.41389769124556,0.383822774060881,3.00414300049756,0.382564544928627,3.48,0.989180501158182
49.59,1.51,14.05,12.32,0.24,7.52,12.38,2.03,0.2,0.11,0,0,0.03,0.4655,0.0107,0.1554,0.0967,0.0019,0.1052,0.1245,0.0369,0.0024,0.0004,0,0,0.0002,52.1050024764735,0.771375464684015,0.250281848928974,0.801158301158301,0.21669025,0.00498085,TRUE,0.594,"SAT",1196,2.3,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",72,"AH-170914","2014-09-17","3-AH-1-MI1","plg","100","2500",49.61,1.5114,12.88,12.18,0.2276,7.87,11.76,2.13,0.1732,0.1264,0.0504,0.0239,98.9084,5,0.481533342283447,4.99980561277733,0.582118369474855,1636.09058989532,10070.2762805941,153.157741994744,26.4167021441117,87.7321546240154,7.43653342869922,38.8119303454775,6.04886042058137,16.2599459120236,2.26586332891209,11.6325391667722,3.83522080213587,1.3539642819304,4.36790954557004,0.911014879939385,4.33863366484858,1.02245127022138,2.71149546095363,0.417153801443825,3.18391512413842,0.328838114439607,2.73,0.972770895639854,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",72,"AH-170914","2014-09-17","3-AH-1-MI1","plg","100","2500",49.61,1.5114,12.88,12.18,0.2276,7.87,11.76,2.13,0.1732,0.1264,0.0504,0.0239,98.9084,5,0.481533342283447,4.99980561277733,0.582118369474855,1636.09058989532,10070.2762805941,153.157741994744,26.4167021441117,87.7321546240154,7.43653342869922,38.8119303454775,6.04886042058137,16.2599459120236,2.26586332891209,11.6325391667722,3.83522080213587,1.3539642819304,4.36790954557004,0.911014879939385,4.33863366484858,1.02245127022138,2.71149546095363,0.417153801443825,3.18391512413842,0.328838114439607,2.73,0.972770895639854
49.58,1.54,13.98,12.33,0.2,7.41,12.42,2.15,0.18,0.16,0,0,0.03,0.4653,0.0109,0.1547,0.0968,0.0016,0.1037,0.1249,0.0391,0.0022,0.0006,0,0,0.0002,51.7206982543641,0.761585365853658,0.249516129032258,0.807369101486748,0.21650409,0.00507177,TRUE,0.428,"UNSAT",1197,1.94,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",73,"AH-170914","2014-09-17","3-AH-1-MI2","plg","60","2500",49.27,1.5434,13.11,11.52,0.2152,8.1,11.85,2.28,0.1928,0.1414,0.0366,0.018,98.6387,5,0.484131895593904,5.09013731501689,0.60103289490746,1614.09928068379,9982.31852209181,154.873683492162,26.7724610934084,87.3478154752665,7.12415150635145,35.2076461904224,6.04367212013704,15.9135603501519,2.25780046033592,13.7875467062499,3.52472920842841,1.25567289340443,3.89138419430865,0.61686333663538,4.91618152566244,0.98319089400241,3.03571308889739,0.479966198663748,2.99263500216065,0.380715329201028,2.33,0.969440831443969,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",73,"AH-170914","2014-09-17","3-AH-1-MI2","plg","60","2500",49.27,1.5434,13.11,11.52,0.2152,8.1,11.85,2.28,0.1928,0.1414,0.0366,0.018,98.6387,5,0.484131895593904,5.09013731501689,0.60103289490746,1614.09928068379,9982.31852209181,154.873683492162,26.7724610934084,87.3478154752665,7.12415150635145,35.2076461904224,6.04367212013704,15.9135603501519,2.25780046033592,13.7875467062499,3.52472920842841,1.25567289340443,3.89138419430865,0.61686333663538,4.91618152566244,0.98319089400241,3.03571308889739,0.479966198663748,2.99263500216065,0.380715329201028,2.33,0.969440831443969
50.25,1.71,14.12,12.46,0.23,6.77,11.64,2.46,0.23,0.12,0,0.01,0,0.4719,0.0121,0.1563,0.0978,0.0018,0.0948,0.1171,0.0449,0.0027,0.0005,0,0.0001,0,49.221183800623,0.722839506172839,0.248806112702961,0.749200255918106,0.22268961,0.00570999,TRUE,0.261,"UNSAT",1163,1.74,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",74,"AH-170914","2014-09-17","3-AH-9-MI1","plg","40","900",50.53,1.3809,13.13,11.3,0.2287,8.01,11.21,2.44,0.2234,0.1082,0.0298,NA,98.897,5,0.320492698623461,10.1704000992963,0.314679852163818,1030.7507642903,5236.4008133502,184.264302440028,13.1863035416243,43.8556481983886,3.58384570548645,21.1069898080027,3.50787875511554,8.04059032512763,1.09362824653429,5.40340637630083,1.85449992371251,0.579288249231197,2.68906562731427,0.380721218680297,2.69576477097865,0.513562532563361,1.44589153278325,0.184197814299231,1.79537649236732,0.104405290419017,1.75,0.599267511228239,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",74,"AH-170914","2014-09-17","3-AH-9-MI1","plg","40","900",50.53,1.3809,13.13,11.3,0.2287,8.01,11.21,2.44,0.2234,0.1082,0.0298,NA,98.897,5,0.320492698623461,10.1704000992963,0.314679852163818,1030.7507642903,5236.4008133502,184.264302440028,13.1863035416243,43.8556481983886,3.58384570548645,21.1069898080027,3.50787875511554,8.04059032512763,1.09362824653429,5.40340637630083,1.85449992371251,0.579288249231197,2.68906562731427,0.380721218680297,2.69576477097865,0.513562532563361,1.44589153278325,0.184197814299231,1.79537649236732,0.104405290419017,1.75,0.599267511228239
49.9,1.64,13.9,12.35,0.21,7.04,11.71,2.8,0.23,0.16,0,0.01,0.03,0.4668,0.0116,0.1533,0.0967,0.0017,0.0982,0.1174,0.0508,0.0027,0.0006,0,0.0001,0.0002,50.3848127244741,0.697978596908442,0.247218190614417,0.765818656229615,0.21790224,0.00541488,TRUE,0.348,"UNSAT",1182,2.05,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",75,"CJG-230914-01","2014-09-23","2-CJG-9-MI3","plg","35.600000000000001","500",49.35,1.74,12.27,13.05,0.2274,7.45,11.21,2.81,0.2388,0.1728,0.0287,0.015,98.9511,7,0.145040512208527,11.4693239573278,0.743490691206811,2024.59556190091,12637.2197228325,148.471143788477,33.7987241742401,114.690720918538,10.4694685104641,48.1736200879432,8.39451804544105,21.8695563569752,3.03324426501626,15.6267539972588,4.85775754927806,1.64198640116894,5.68495725571074,0.816267487290242,6.07481302480009,1.31286207119121,4.0049119084006,0.50955287443882,3.74635377853272,0.514277723572235,2.02,0.979799965357744,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",75,"CJG-230914-01","2014-09-23","2-CJG-9-MI3","plg","35.600000000000001","500",49.35,1.74,12.27,13.05,0.2274,7.45,11.21,2.81,0.2388,0.1728,0.0287,0.015,98.9511,7,0.145040512208527,11.4693239573278,0.743490691206811,2024.59556190091,12637.2197228325,148.471143788477,33.7987241742401,114.690720918538,10.4694685104641,48.1736200879432,8.39451804544105,21.8695563569752,3.03324426501626,15.6267539972588,4.85775754927806,1.64198640116894,5.68495725571074,0.816267487290242,6.07481302480009,1.31286207119121,4.0049119084006,0.50955287443882,3.74635377853272,0.514277723572235,2.02,0.979799965357744
49.96,1.68,14,12.23,0.17,6.87,11.79,2.84,0.22,0.19,0,0.03,0.01,0.4674,0.0118,0.1543,0.0957,0.0014,0.0958,0.1182,0.0516,0.0026,0.0008,0,0.0002,0.0001,50.0261096605744,0.696113074204947,0.248190445552517,0.766040181464679,0.21846276,0.00551532,TRUE,0.263,"UNSAT",1174,1.58,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",76,"CJG-230914-01","2014-09-23","2-CJG-9-MI8","plg","32.600000000000001","500",49.21,1.77,12.29,12.87,0.1836,7.24,11.22,2.86,0.2307,0.2007,0.012,0.0349,98.523,7,0.17978333745524,12.7181194015498,0.719786438057324,1933.63462700695,11818.0347439581,158.82145715875,32.3167761100865,106.375975652521,9.7408793957227,45.5493121753968,7.7386561813789,21.2386320133346,2.6934652366866,14.2963893957024,4.07646059793327,1.59767087692202,5.55392244735504,0.687129634187236,5.39112022824201,1.21406006193876,3.24204840885316,0.47091533252425,3.8308940440631,0.48192396417194,1.53,0.972234401883449,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",76,"CJG-230914-01","2014-09-23","2-CJG-9-MI8","plg","32.600000000000001","500",49.21,1.77,12.29,12.87,0.1836,7.24,11.22,2.86,0.2307,0.2007,0.012,0.0349,98.523,7,0.17978333745524,12.7181194015498,0.719786438057324,1933.63462700695,11818.0347439581,158.82145715875,32.3167761100865,106.375975652521,9.7408793957227,45.5493121753968,7.7386561813789,21.2386320133346,2.6934652366866,14.2963893957024,4.07646059793327,1.59767087692202,5.55392244735504,0.687129634187236,5.39112022824201,1.21406006193876,3.24204840885316,0.47091533252425,3.8308940440631,0.48192396417194,1.53,0.972234401883449
49.96,1.95,13.62,13.01,0.25,6.38,11.55,2.73,0.24,0.26,0,0.03,0.02,0.4704,0.0138,0.1511,0.1024,0.002,0.0895,0.1166,0.0499,0.0029,0.001,0,0.0002,0.0002,46.6388744137572,0.7003003003003,0.243121480289622,0.771674387822634,0.22127616,0.00649152,TRUE,0.176,"UNSAT",1158,0.96,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",77,"CJG-230914-01","2014-09-23","2-CJG-22-MI1","plg","23.600000000000001","400",49.73,2.14,11.46,14.27,0.2699,7.01,11.02,2.74,0.2665,0.2874,0.0236,0.0311,99.6522,10,0.189345503665829,13.5541546264779,0.715656371313618,2517.28302179593,12158.594186243,154.361992765502,35.6401995463982,129.415951224173,11.0616926551221,57.00848950392,9.59804572944021,23.7676626942707,3.22486726524046,15.3114385102798,5.19848956644799,1.81959577666776,5.99759957201149,1.0669535735207,6.3507855114707,1.31099776355368,4.16219636539213,0.510230831252946,3.56625866110405,0.565482660614865,0.64,0.763691645827539,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",77,"CJG-230914-01","2014-09-23","2-CJG-22-MI1","plg","23.600000000000001","400",49.73,2.14,11.46,14.27,0.2699,7.01,11.02,2.74,0.2665,0.2874,0.0236,0.0311,99.6522,10,0.189345503665829,13.5541546264779,0.715656371313618,2517.28302179593,12158.594186243,154.361992765502,35.6401995463982,129.415951224173,11.0616926551221,57.00848950392,9.59804572944021,23.7676626942707,3.22486726524046,15.3114385102798,5.19848956644799,1.81959577666776,5.99759957201149,1.0669535735207,6.3507855114707,1.31099776355368,4.16219636539213,0.510230831252946,3.56625866110405,0.565482660614865,0.64,0.763691645827539
50.61,1.8,14.18,12.35,0.2,6.28,11.55,2.59,0.27,0.16,0,0,0.01,0.4759,0.0127,0.1571,0.0971,0.0016,0.088,0.1163,0.0472,0.0033,0.0006,0,0,0.0001,47.5418692598595,0.71131498470948,0.248183254344392,0.740292807129217,0.22648081,0.00604393,TRUE,0.349,"UNSAT",1144,0.77,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",78,"CJG-230914-01","2014-09-23","2-CJG-22-MI2","plg","24.5","400",50.22,2.08,10.71,14.2,0.2359,7.24,10.6,2.59,0.3113,0.1799,0.0155,NA,98.7591,10,0.198840989357279,13.9839259325896,0.735148848023791,2671.93537767511,11602.2458847389,148.245247908504,33.5588806751165,120.529089582529,10.7360287708988,57.5464393952938,9.15279157420765,23.3806929071098,3.45553054043729,17.5485405738226,4.86546432870706,1.50831584737661,4.45587749754557,0.755289602324494,5.64815889746739,1.31529270080665,3.82776735313602,0.486103613991705,4.04177700252887,0.403776346913878,0.35,0.161581316906908,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",78,"CJG-230914-01","2014-09-23","2-CJG-22-MI2","plg","24.5","400",50.22,2.08,10.71,14.2,0.2359,7.24,10.6,2.59,0.3113,0.1799,0.0155,NA,98.7591,10,0.198840989357279,13.9839259325896,0.735148848023791,2671.93537767511,11602.2458847389,148.245247908504,33.5588806751165,120.529089582529,10.7360287708988,57.5464393952938,9.15279157420765,23.3806929071098,3.45553054043729,17.5485405738226,4.86546432870706,1.50831584737661,4.45587749754557,0.755289602324494,5.64815889746739,1.31529270080665,3.82776735313602,0.486103613991705,4.04177700252887,0.403776346913878,0.35,0.161581316906908
50.32,1.9,13.87,12.38,0.2,6.24,11.51,3.12,0.3,0.15,0,0.02,0.01,0.4714,0.0134,0.1531,0.097,0.0016,0.0871,0.1155,0.0566,0.0035,0.0006,0,0.0001,0.0001,47.3112438891907,0.671121441022661,0.24515612489992,0.754408883082952,0.22221796,0.00631676,TRUE,0.522,"SAT",1156,0.57,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",79,"CJG-230914-01","2014-09-23","2-CJG-26-MI4","plg","37.399999999999999","450",49.71,2.01,12.22,13.05,0.206,6.59,10.98,3.14,0.3117,0.1585,0.0087,0.0194,98.7845,5,0.105296233807505,9.37490061599306,0.735970087461028,2527.44719705894,12696.2381240493,155.983869656125,37.471249840487,143.146211547479,12.4027310157616,63.9287094747024,10.5272054072397,27.0151986168397,3.60771774402988,17.1530521172376,5.5869398492368,1.89039292726396,6.86284117511725,1.09887915935386,6.17721957511064,1.40415964323858,4.14607452805279,0.571193215896031,4.06284234349951,0.476716579510724,0.05,0.719917731776879,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",79,"CJG-230914-01","2014-09-23","2-CJG-26-MI4","plg","37.399999999999999","450",49.71,2.01,12.22,13.05,0.206,6.59,10.98,3.14,0.3117,0.1585,0.0087,0.0194,98.7845,5,0.105296233807505,9.37490061599306,0.735970087461028,2527.44719705894,12696.2381240493,155.983869656125,37.471249840487,143.146211547479,12.4027310157616,63.9287094747024,10.5272054072397,27.0151986168397,3.60771774402988,17.1530521172376,5.5869398492368,1.89039292726396,6.86284117511725,1.09887915935386,6.17721957511064,1.40415964323858,4.14607452805279,0.571193215896031,4.06284234349951,0.476716579510724,0.05,0.719917731776879
